epoch,accuracy,loss,val_accuracy,val_loss
0,0.08475378900766373,7.276173114776611,NA,NA
1,0.11653836816549301,6.551900863647461,NA,NA
2,0.12946756184101105,6.142238140106201,NA,NA
3,0.1445961594581604,5.7559919357299805,NA,NA
4,0.1586097925901413,5.3793745040893555,NA,NA
5,0.17343291640281677,5.016927242279053,NA,NA
6,0.19471682608127594,4.66027307510376,NA,NA
7,0.2228662669658661,4.333180904388428,NA,NA
8,0.2564760446548462,4.0283308029174805,NA,NA
9,0.2913459241390228,3.755280017852783,NA,NA
10,0.32588741183280945,3.5056891441345215,NA,NA
11,0.3572290539741516,3.291522979736328,NA,NA
12,0.3882041275501251,3.089087963104248,NA,NA
13,0.41684994101524353,2.9006199836730957,NA,NA
14,0.4437011182308197,2.7338051795959473,NA,NA
15,0.47084251046180725,2.5761704444885254,NA,NA
16,0.4959601163864136,2.4245553016662598,NA,NA
17,0.5220628380775452,2.281611919403076,NA,NA
18,0.5477226972579956,2.1407012939453125,NA,NA
19,0.566662073135376,2.037076950073242,NA,NA
20,0.5890991687774658,1.9211831092834473,NA,NA
21,0.6114217042922974,1.8081573247909546,NA,NA
22,0.6342787742614746,1.69136381149292,NA,NA
23,0.655562698841095,1.5920180082321167,NA,NA
24,0.6771215200424194,1.4873709678649902,NA,NA
25,0.6980541348457336,1.3912711143493652,NA,NA
26,0.7168254852294922,1.2996522188186646,NA,NA
27,0.7344743013381958,1.2167915105819702,NA,NA
28,0.7492362856864929,1.147358775138855,NA,NA
29,0.7654111385345459,1.0754010677337646,NA,NA
30,0.7842742204666138,0.9989824891090393,NA,NA
31,0.7984405755996704,0.9291532039642334,NA,NA
32,0.8103922009468079,0.8769720196723938,NA,NA
33,0.8257575631141663,0.8094229698181152,NA,NA
34,0.8406112790107727,0.7467472553253174,NA,NA
35,0.8523491024971008,0.6948285102844238,NA,NA
36,0.8650950193405151,0.6400021910667419,NA,NA
37,0.8746486902236938,0.6005028486251831,NA,NA
38,0.8892961740493774,0.5366385579109192,NA,NA
39,0.8970781564712524,0.5031196475028992,NA,NA
40,0.9067158699035645,0.46060770750045776,NA,NA
41,0.9153454899787903,0.4260459244251251,NA,NA
42,0.9218521118164062,0.3940975069999695,NA,NA
43,0.9296416640281677,0.35903334617614746,NA,NA
44,0.935644268989563,0.3310176432132721,NA,NA
45,0.9428381323814392,0.3024907112121582,NA,NA
46,0.9442967772483826,0.2900764048099518,NA,NA
47,0.9471148252487183,0.275615930557251,NA,NA
48,0.954224705696106,0.24625420570373535,NA,NA
49,0.9576078057289124,0.23077797889709473,NA,NA
50,0.9607236385345459,0.21658697724342346,NA,NA
51,0.9623808860778809,0.20349594950675964,NA,NA
52,0.9672608375549316,0.1835528165102005,NA,NA
53,0.9662222266197205,0.1807222217321396,NA,NA
54,0.968024492263794,0.171889528632164,NA,NA
55,0.9616477489471436,0.19119814038276672,NA,NA
56,0.9724538922309875,0.14981824159622192,NA,NA
57,0.970643937587738,0.1521105319261551,NA,NA
58,0.9701857566833496,0.15195873379707336,NA,NA
59,0.9750885963439941,0.1323336809873581,NA,NA
60,0.9751267433166504,0.12870657444000244,NA,NA
61,0.9752031564712524,0.12448812276124954,NA,NA
62,0.9714152812957764,0.1372644156217575,NA,NA
63,0.9740194082260132,0.12455404549837112,NA,NA
64,0.9782960414886475,0.10889367014169693,NA,NA
65,0.9752336740493774,0.11911512166261673,NA,NA
66,0.9764326810836792,0.11169516295194626,NA,NA
67,0.9766464829444885,0.1103908121585846,NA,NA
68,0.9758293628692627,0.11102861166000366,NA,NA
69,0.9778454899787903,0.10187757760286331,NA,NA
70,0.9773873090744019,0.10447123646736145,NA,NA
71,0.9766159653663635,0.10561880469322205,NA,NA
72,0.9755238890647888,0.10732622444629669,NA,NA
73,0.9711479544639587,0.1229037269949913,NA,NA
74,0.9781051278114319,0.09571897983551025,NA,NA
75,0.9761577248573303,0.10057348012924194,NA,NA
76,0.9772956371307373,0.0973227471113205,NA,NA
77,0.9780593514442444,0.09326048195362091,NA,NA
78,0.9769443273544312,0.09737259894609451,NA,NA
79,0.977318525314331,0.09410390257835388,NA,NA
80,0.976050853729248,0.098012275993824,NA,NA
81,0.972812831401825,0.11033898591995239,NA,NA
82,0.9773032665252686,0.09222912043333054,NA,NA
83,0.9776011109352112,0.0929672047495842,NA,NA
84,0.9775247573852539,0.09315449744462967,NA,NA
85,0.9777767658233643,0.08923962712287903,NA,NA
86,0.9751038551330566,0.0994994044303894,NA,NA
87,0.9770665168762207,0.09147966653108597,NA,NA
88,0.9786626100540161,0.08692076802253723,NA,NA
89,0.9761883020401001,0.09278717637062073,NA,NA
90,0.9781815409660339,0.08676464855670929,NA,NA
91,0.9768221378326416,0.08969522267580032,NA,NA
92,0.9774636626243591,0.08792281895875931,NA,NA
93,0.9785786271095276,0.08276046812534332,NA,NA
94,0.9769138097763062,0.08901968598365784,NA,NA
95,0.9787237048149109,0.08363952487707138,NA,NA
96,0.9792965054512024,0.08008575439453125,NA,NA
97,0.9761348366737366,0.0894603431224823,NA,NA
98,0.9772651195526123,0.08760156482458115,NA,NA
99,0.9765853881835938,0.0885503739118576,NA,NA
